"local","ano","val"
"X33",2006,"54,527"
"X33",2007,"54,533"
"X33",2008,"54,823"
"X33",2009,"55,219"
"X33",2010,"54,462"
"X33",2011,"54,089"
"X33",2012,"54,21"
"X33",2013,"54,116"
"X33",2014,"53,908"
"X33",2015,"54,146"
"X33",2016,"54,205"
"X33",2017,"54,208"
"X33",2018,"54,202"
"X33",2019,"54,187"
"X33",2020,"54,161"
"X33",2021,"54,14"
"X33",2022,"54,112"
"X33",2023,"54,075"
"X33",2024,"54,024"
"X33",2025,"53,957"
"X33",2026,"53,894"
"X33",2027,"53,818"
"X33",2028,"53,73"
"X33",2029,"53,634"
"X33",2030,"53,532"
"X34",1990,"56,372"
"X34",1991,"56,222"
"X34",1992,"56,554"
"X34",1993,"56,641"
"X34",1994,"57,489"
"X34",1995,"57,661"
"X34",1996,"57,951"
"X34",1997,"58,461"
"X34",1998,"58,646"
"X34",1999,"58,849"
"X34",2000,"58,986"
"X34",2001,"58,822"
"X34",2002,"58,746"
"X34",2003,"58,729"
"X34",2004,"58,469"
"X34",2005,"58,515"
"X34",2006,"58,632"
"X34",2007,"58,63"
"X34",2008,"58,82"
"X34",2009,"58,529"
"X34",2010,"57,95"
"X34",2011,"57,412"
"X34",2012,"57,209"
"X34",2013,"56,852"
"X34",2014,"56,628"
"X34",2015,"56,347"
"X34",2016,"56,492"
"X34",2017,"56,252"
"X34",2018,"56,008"
"X34",2019,"55,761"
"X34",2020,"55,508"
"X34",2021,"55,252"
"X34",2022,"54,996"
"X34",2023,"54,747"
"X34",2024,"54,513"
"X34",2025,"54,301"
"X34",2026,"54,119"
"X34",2027,"53,964"
"X34",2028,"53,828"
"X34",2029,"53,701"
"X34",2030,"53,577"
"X35",1990,"56,372"
"X35",1991,"56,222"
"X35",1992,"56,554"
"X35",1993,"56,641"
"X35",1994,"57,489"
"X35",1995,"57,661"
"X35",1996,"57,951"
"X35",1997,"58,461"
"X35",1998,"58,646"
"X35",1999,"58,849"
"X35",2000,"58,986"
"X35",2001,"58,822"
"X35",2002,"58,746"
"X35",2003,"58,729"
"X35",2004,"58,469"
"X35",2005,"58,515"
"X35",2006,"58,632"
"X35",2007,"58,63"
"X35",2008,"58,82"
"X35",2009,"58,529"
"X35",2010,"57,95"
"X35",2011,"57,412"
"X35",2012,"57,209"
"X35",2013,"56,852"
"X35",2014,"56,628"
"X35",2015,"56,347"
"X35",2016,"56,492"
"X35",2017,"56,252"
"X35",2018,"56,008"
"X35",2019,"55,761"
"X35",2020,"55,508"
"X35",2021,"55,252"
"X35",2022,"54,996"
"X35",2023,"54,747"
"X35",2024,"54,513"
"X35",2025,"54,301"
"X35",2026,"54,119"
"X35",2027,"53,964"
"X35",2028,"53,828"
"X35",2029,"53,701"
"X35",2030,"53,577"
"X36",1990,"15,828"
"X36",1991,"15,906"
"X36",1992,"15,966"
"X36",1993,"16,078"
"X36",1994,"16,192"
"X36",1995,"16,464"
"X36",1996,"16,301"
"X36",1997,"16,226"
"X36",1998,"16,353"
"X36",1999,"17,117"
"X36",2000,"17,368"
"X36",2001,"17,223"
"X36",2002,"17,225"
"X36",2003,"17,331"
"X36",2004,"17,345"
"X36",2005,"17,442"
"X36",2006,"17,666"
"X36",2007,"17,916"
"X36",2008,"18,289"
"X36",2009,"17,974"
"X36",2010,"18,231"
"X36",2011,"18,456"
"X36",2012,"18,565"
"X36",2013,"18,442"
"X36",2014,"18,486"
"X36",2015,"18,862"
"X36",2016,"18,904"
"X36",2017,"18,9"
"X36",2018,"18,883"
"X36",2019,"18,854"
"X36",2020,"18,812"
"X36",2021,"18,709"
"X36",2022,"18,596"
"X36",2023,"18,482"
"X36",2024,"18,372"
"X36",2025,"18,269"
"X36",2026,"18,146"
"X36",2027,"18,034"
"X36",2028,"17,933"
"X36",2029,"17,842"
"X36",2030,"17,758"
"X37",1990,"18,022"
"X37",1991,"18,068"
"X37",1992,"18,134"
"X37",1993,"18,231"
"X37",1994,"18,333"
"X37",1995,"18,78"
"X37",1996,"18,209"
"X37",1997,"17,735"
"X37",1998,"17,359"
"X37",1999,"18,4"
"X37",2000,"18,574"
"X37",2001,"17,874"
"X37",2002,"17,319"
"X37",2003,"16,703"
"X37",2004,"15,765"
"X37",2005,"14,83"
"X37",2006,"14,023"
"X37",2007,"13,691"
"X37",2008,"13,582"
"X37",2009,"12,645"
"X37",2010,"12,335"
"X37",2011,"11,882"
"X37",2012,"11,359"
"X37",2013,"10,708"
"X37",2014,"10,301"
"X37",2015,"10,273"
"X37",2016,"10,313"
"X37",2017,"10,171"
"X37",2018,"10,033"
"X37",2019,"9,898"
"X37",2020,"9,763"
"X37",2021,"9,688"
"X37",2022,"9,611"
"X37",2023,"9,527"
"X37",2024,"9,434"
"X37",2025,"9,329"
"X37",2026,"9,206"
"X37",2027,"9,076"
"X37",2028,"8,94"
"X37",2029,"8,801"
"X37",2030,"8,661"
"X38",1990,"9,888"
"X38",1991,"9,96"
"X38",1992,"10,038"
"X38",1993,"10,116"
"X38",1994,"10,192"
"X38",1995,"10,266"
"X38",1996,"10,327"
"X38",1997,"10,386"
"X38",1998,"10,879"
"X38",1999,"11,414"
"X38",2000,"11,99"
"X38",2001,"12,539"
"X38",2002,"13,143"
"X38",2003,"13,792"
"X38",2004,"14,481"
"X38",2005,"15,391"
"X38",2006,"16,377"
"X38",2007,"17,434"
"X38",2008,"18,555"
"X38",2009,"18,621"
"X38",2010,"18,696"
"X38",2011,"18,803"
"X38",2012,"18,936"
"X38",2013,"19,037"
"X38",2014,"19,103"
"X38",2015,"19,177"
"X38",2016,"19,263"
"X38",2017,"19,479"
"X38",2018,"19,682"
"X38",2019,"19,876"
"X38",2020,"20,062"
"X38",2021,"20,243"
"X38",2022,"20,419"
"X38",2023,"20,59"
"X38",2024,"20,753"
"X38",2025,"20,908"
"X38",2026,"21,059"
"X38",2027,"21,204"
"X38",2028,"21,347"
"X38",2029,"21,489"
"X38",2030,"21,634"
"X39",1990,"18,984"
"X39",1991,"19,075"
"X39",1992,"19,086"
"X39",1993,"19,244"
"X39",1994,"19,398"
"X39",1995,"19,576"
"X39",1996,"19,757"
"X39",1997,"20,099"
"X39",1998,"20,559"
"X39",1999,"21,096"
"X39",2000,"21,105"
"X39",2001,"21,049"
"X39",2002,"21,247"
"X39",2003,"21,858"
"X39",2004,"22,56"
"X39",2005,"23,317"
"X39",2006,"24,232"
"X39",2007,"24,492"
"X39",2008,"24,814"
"X39",2009,"24,978"
"X39",2010,"26,1"
"X39",2011,"27,133"
"X39",2012,"27,799"
"X39",2013,"27,886"
"X39",2014,"28,236"
"X39",2015,"29,19"
"X39",2016,"29,13"
"X39",2017,"29,089"
"X39",2018,"29,062"
"X39",2019,"29,037"
"X39",2020,"28,996"
"X39",2021,"28,761"
"X39",2022,"28,506"
"X39",2023,"28,249"
"X39",2024,"28,012"
"X39",2025,"27,802"
"X39",2026,"27,525"
"X39",2027,"27,277"
"X39",2028,"27,058"
"X39",2029,"26,863"
"X39",2030,"26,685"
"X40",1990,"54,029"
"X40",1991,"54,03"
"X40",1992,"54,034"
"X40",1993,"53,956"
"X40",1994,"53,916"
"X40",1995,"53,624"
"X40",1996,"53,468"
"X40",1997,"53,283"
"X40",1998,"53,01"
"X40",1999,"52,722"
"X40",2000,"52,455"
"X40",2001,"52,253"
"X40",2002,"52,007"
"X40",2003,"51,787"
"X40",2004,"51,597"
"X40",2005,"51,506"
"X40",2006,"50,742"
"X40",2007,"50,018"
"X40",2008,"49,273"
"X40",2009,"48,622"
"X40",2010,"47,878"
"X40",2011,"47,498"
"X40",2012,"47,054"
"X40",2013,"46,94"
"X40",2014,"46,85"
"X40",2015,"46,654"
"X40",2016,"46,697"
"X40",2017,"46,346"
"X40",2018,"45,972"
"X40",2019,"45,584"
"X40",2020,"45,189"
"X40",2021,"44,804"
"X40",2022,"44,415"
"X40",2023,"44,023"
"X40",2024,"43,631"
"X40",2025,"43,24"
"X40",2026,"42,863"
"X40",2027,"42,493"
"X40",2028,"42,128"
"X40",2029,"41,764"
"X40",2030,"41,397"
"X41",1990,"66,671"
"X41",1991,"66,387"
"X41",1992,"65,943"
"X41",1993,"65,432"
"X41",1994,"64,921"
"X41",1995,"64,52"
"X41",1996,"64,185"
"X41",1997,"63,959"
"X41",1998,"63,792"
"X41",1999,"63,636"
"X41",2000,"63,304"
"X41",2001,"62,914"
"X41",2002,"62,463"
"X41",2003,"61,987"
"X41",2004,"61,523"
"X41",2005,"61,099"
"X41",2006,"60,643"
"X41",2007,"60,238"
"X41",2008,"59,876"
"X41",2009,"59,763"
"X41",2010,"59,676"
"X41",2011,"59,756"
"X41",2012,"59,851"
"X41",2013,"59,952"
"X41",2014,"60,047"
"X41",2015,"60,13"
"X41",2016,"60,219"
"X41",2017,"59,953"
"X41",2018,"59,694"
"X41",2019,"59,417"
"X41",2020,"59,113"
"X41",2021,"58,8"
"X41",2022,"58,465"
"X41",2023,"58,118"
"X41",2024,"57,777"
"X41",2025,"57,45"
"X41",2026,"57,135"
"X41",2027,"56,834"
"X41",2028,"56,539"
"X41",2029,"56,239"
"X41",2030,"55,927"
"X42",1990,"37,922"
"X42",1991,"38,172"
"X42",1992,"38,445"
"X42",1993,"38,594"
"X42",1994,"38,792"
"X42",1995,"38,48"
"X42",1996,"38,384"
"X42",1997,"38,322"
"X42",1998,"38,38"
"X42",1999,"38,299"
"X42",2000,"38,127"
"X42",2001,"38,456"
"X42",2002,"38,739"
"X42",2003,"39,061"
"X42",2004,"39,378"
"X42",2005,"39,818"
"X42",2006,"38,94"
"X42",2007,"38,012"
"X42",2008,"37,117"
"X42",2009,"36,325"
"X42",2010,"35,44"
"X42",2011,"34,95"
"X42",2012,"34,398"
"X42",2013,"34,498"
"X42",2014,"34,64"
"X42",2015,"34,585"
"X42",2016,"34,978"
"X42",2017,"34,85"
"X42",2018,"34,719"
"X42",2019,"34,581"
"X42",2020,"34,436"
"X42",2021,"34,29"
"X42",2022,"34,137"
"X42",2023,"33,979"
"X42",2024,"33,822"
"X42",2025,"33,667"
"X42",2026,"33,512"
"X42",2027,"33,363"
"X42",2028,"33,215"
"X42",2029,"33,064"
"X42",2030,"32,907"
"X43",1990,"70,416"
"X43",1991,"70,258"
"X43",1992,"70,119"
"X43",1993,"69,976"
"X43",1994,"69,802"
"X43",1995,"69,629"
"X43",1996,"69,425"
"X43",1997,"69,158"
"X43",1998,"68,781"
"X43",1999,"68,393"
"X43",2000,"68,058"
"X43",2001,"67,31"
"X43",2002,"66,521"
"X43",2003,"65,715"
"X43",2004,"64,944"
"X43",2005,"64,272"
"X43",2006,"63,534"
"X43",2007,"62,954"
"X43",2008,"62,338"
"X43",2009,"61,851"
"X43",2010,"61,257"
"X43",2011,"61,082"
"X43",2012,"60,808"
"X43",2013,"60,497"
"X43",2014,"60,191"
"X43",2015,"59,881"
"X43",2016,"59,59"
"X43",2017,"59,074"
"X43",2018,"58,493"
"X43",2019,"57,882"
"X43",2020,"57,263"
"X43",2021,"56,653"
"X43",2022,"56,043"
"X43",2023,"55,431"
"X43",2024,"54,811"
"X43",2025,"54,183"
"X43",2026,"53,575"
"X43",2027,"52,972"
"X43",2028,"52,375"
"X43",2029,"51,782"
"X43",2030,"51,192"
"X44",1990,"49,184"
"X44",1991,"49,517"
"X44",1992,"49,56"
"X44",1993,"49,304"
"X44",1994,"49,508"
"X44",1995,"49,614"
"X44",1996,"49,856"
"X44",1997,"50,242"
"X44",1998,"49,584"
"X44",1999,"49,422"
"X44",2000,"49,522"
"X44",2001,"49,661"
"X44",2002,"49,504"
"X44",2003,"49,416"
"X44",2004,"49,579"
"X44",2005,"49,862"
"X44",2006,"50,082"
"X44",2007,"50,324"
"X44",2008,"50,397"
"X44",2009,"50,357"
"X44",2010,"50,369"
"X44",2011,"50,279"
"X44",2012,"50,421"
"X44",2013,"50,95"
"X44",2014,"51,486"
"X44",2015,"51,881"
"X44",2016,"52,367"
"X44",2017,"52,283"
"X44",2018,"52,211"
"X44",2019,"52,131"
"X44",2020,"52,031"
"X44",2021,"51,944"
"X44",2022,"51,846"
"X44",2023,"51,734"
"X44",2024,"51,603"
"X44",2025,"51,448"
"X44",2026,"51,313"
"X44",2027,"51,159"
"X44",2028,"50,987"
"X44",2029,"50,797"
"X44",2030,"50,588"
"X45",1990,"69,411"
"X45",1991,"69,38"
"X45",1992,"69,309"
"X45",1993,"69,185"
"X45",1994,"69,095"
"X45",1995,"68,946"
"X45",1996,"68,82"
"X45",1997,"68,676"
"X45",1998,"68,31"
"X45",1999,"68,005"
"X45",2000,"67,719"
"X45",2001,"67,079"
"X45",2002,"66,35"
"X45",2003,"65,598"
"X45",2004,"64,924"
"X45",2005,"64,308"
"X45",2006,"63,756"
"X45",2007,"63,288"
"X45",2008,"62,838"
"X45",2009,"62,373"
"X45",2010,"61,87"
"X45",2011,"61,647"
"X45",2012,"61,469"
"X45",2013,"61,354"
"X45",2014,"61,194"
"X45",2015,"60,964"
"X45",2016,"60,697"
"X45",2017,"60,227"
"X45",2018,"59,697"
"X45",2019,"59,14"
"X45",2020,"58,574"
"X45",2021,"58,022"
"X45",2022,"57,469"
"X45",2023,"56,914"
"X45",2024,"56,35"
"X45",2025,"55,774"
"X45",2026,"55,219"
"X45",2027,"54,667"
"X45",2028,"54,118"
"X45",2029,"53,568"
"X45",2030,"53,016"
"X46",1990,"77,705"
"X46",1991,"77,686"
"X46",1992,"77,669"
"X46",1993,"77,65"
"X46",1994,"77,505"
"X46",1995,"77,318"
"X46",1996,"77,162"
"X46",1997,"76,946"
"X46",1998,"76,687"
"X46",1999,"76,466"
"X46",2000,"76,25"
"X46",2001,"76,056"
"X46",2002,"75,885"
"X46",2003,"75,741"
"X46",2004,"75,602"
"X46",2005,"75,461"
"X46",2006,"75,333"
"X46",2007,"75,208"
"X46",2008,"75,091"
"X46",2009,"74,988"
"X46",2010,"74,895"
"X46",2011,"74,791"
"X46",2012,"74,696"
"X46",2013,"74,611"
"X46",2014,"74,54"
"X46",2015,"74,482"
"X46",2016,"74,439"
"X46",2017,"74,412"
"X46",2018,"74,38"
"X46",2019,"74,309"
"X46",2020,"74,182"
"X46",2021,"74,003"
"X46",2022,"73,773"
"X46",2023,"73,513"
"X46",2024,"73,254"
"X46",2025,"73,013"
"X46",2026,"72,777"
"X46",2027,"72,562"
"X46",2028,"72,352"
"X46",2029,"72,124"
"X46",2030,"71,865"
"X47",1990,"73,198"
"X47",1991,"73,083"
"X47",1992,"72,971"
"X47",1993,"72,852"
"X47",1994,"72,707"
"X47",1995,"72,52"
"X47",1996,"72,297"
"X47",1997,"72,033"
"X47",1998,"71,726"
"X47",1999,"71,383"
"X47",2000,"71,01"
"X47",2001,"70,203"
"X47",2002,"69,329"
"X47",2003,"68,423"
"X47",2004,"67,553"
"X47",2005,"66,766"
"X47",2006,"66,065"
"X47",2007,"65,464"
"X47",2008,"64,924"
"X47",2009,"64,376"
"X47",2010,"63,777"
"X47",2011,"63,533"
"X47",2012,"63,296"
"X47",2013,"63,059"
"X47",2014,"62,775"
"X47",2015,"62,436"
"X47",2016,"62,034"
"X47",2017,"61,488"
"X47",2018,"60,871"
"X47",2019,"60,221"
"X47",2020,"59,569"
"X47",2021,"58,93"
"X47",2022,"58,294"
"X47",2023,"57,659"
"X47",2024,"57,018"
"X47",2025,"56,369"
"X47",2026,"55,742"
"X47",2027,"55,121"
"X47",2028,"54,508"
"X47",2029,"53,899"
"X47",2030,"53,292"
"X48",1990,"48,859"
"X48",1991,"49,243"
"X48",1992,"49,289"
"X48",1993,"49,007"
"X48",1994,"49,122"
"X48",1995,"49,13"
"X48",1996,"49,355"
"X48",1997,"49,8"
"X48",1998,"49,061"
"X48",1999,"48,862"
"X48",2000,"48,885"
"X48",2001,"48,962"
"X48",2002,"48,767"
"X48",2003,"48,585"
"X48",2004,"48,767"
"X48",2005,"48,933"
"X48",2006,"49,095"
"X48",2007,"49,279"
"X48",2008,"49,244"
"X48",2009,"49,176"
"X48",2010,"49,163"
"X48",2011,"48,998"
"X48",2012,"49,134"
"X48",2013,"49,727"
"X48",2014,"50,29"
"X48",2015,"50,663"
"X48",2016,"51,175"
"X48",2017,"51,073"
"X48",2018,"50,986"
"X48",2019,"50,892"
"X48",2020,"50,775"
"X48",2021,"50,675"
"X48",2022,"50,564"
"X48",2023,"50,436"
"X48",2024,"50,287"
"X48",2025,"50,109"
"X48",2026,"49,949"
"X48",2027,"49,766"
"X48",2028,"49,559"
"X48",2029,"49,33"
"X48",2030,"49,077"
"X49",1990,"54,897"
"X49",1991,"55,612"
"X49",1992,"56,275"
"X49",1993,"56,256"
"X49",1994,"56,259"
"X49",1995,"56,433"
"X49",1996,"56,567"
"X49",1997,"56,634"
"X49",1998,"56,794"
"X49",1999,"56,957"
"X49",2000,"56,901"
"X49",2001,"56,951"
"X49",2002,"56,819"
"X49",2003,"56,679"
"X49",2004,"56,459"
"X49",2005,"56,574"
"X49",2006,"56,625"
"X49",2007,"56,82"
"X49",2008,"56,879"
"X49",2009,"56,93"
"X49",2010,"57,198"
"X49",2011,"57,408"
"X49",2012,"57,164"
"X49",2013,"56,858"
"X49",2014,"56,903"
"X49",2015,"56,021"
"X49",2016,"56,641"
"X49",2017,"56,619"
"X49",2018,"56,58"
"X49",2019,"56,526"
"X49",2020,"56,459"
"X49",2021,"56,381"
"X49",2022,"56,293"
"X49",2023,"56,194"
"X49",2024,"56,086"
"X49",2025,"55,968"
"X49",2026,"55,85"
"X49",2027,"55,727"
"X49",2028,"55,603"
"X49",2029,"55,481"
"X49",2030,"55,364"
"X51",1990,"53,523"
"X51",1991,"54,55"
"X51",1992,"55,497"
"X51",1993,"55,56"
"X51",1994,"55,571"
"X51",1995,"55,612"
"X51",1996,"55,618"
"X51",1997,"55,676"
"X51",1998,"56,094"
"X51",1999,"56,465"
"X51",2000,"56,286"
"X51",2001,"56,357"
"X51",2002,"56,213"
"X51",2003,"56,018"
"X51",2004,"55,773"
"X51",2005,"55,807"
"X51",2006,"55,998"
"X51",2007,"56,15"
"X51",2008,"56,217"
"X51",2009,"56,339"
"X51",2010,"56,754"
"X51",2011,"56,696"
"X51",2012,"56,443"
"X51",2013,"56,242"
"X51",2014,"56,32"
"X51",2015,"55,369"
"X51",2016,"56,183"
"X51",2017,"56,182"
"X51",2018,"56,161"
"X51",2019,"56,124"
"X51",2020,"56,077"
"X51",2021,"56,018"
"X51",2022,"55,951"
"X51",2023,"55,876"
"X51",2024,"55,791"
"X51",2025,"55,697"
"X51",2026,"55,6"
"X51",2027,"55,499"
"X51",2028,"55,397"
"X51",2029,"55,299"
"X51",2030,"55,207"
"X52",1990,"62,167"
"X52",1991,"61,783"
"X52",1992,"61,421"
"X52",1993,"61,054"
"X52",1994,"60,708"
"X52",1995,"61,248"
"X52",1996,"61,887"
"X52",1997,"62,048"
"X52",1998,"61,083"
"X52",1999,"60,295"
"X52",2000,"60,558"
"X52",2001,"60,332"
"X52",2002,"60,187"
"X52",2003,"60,062"
"X52",2004,"59,909"
"X52",2005,"60,081"
"X52",2006,"59,324"
"X52",2007,"59,597"
"X52",2008,"59,403"
"X52",2009,"59,132"
"X52",2010,"58,785"
"X52",2011,"60,226"
"X52",2012,"59,929"
"X52",2013,"59,019"
"X52",2014,"58,837"
"X52",2015,"57,827"
"X52",2016,"57,66"
"X52",2017,"57,557"
"X52",2018,"57,45"
"X52",2019,"57,327"
"X52",2020,"57,179"
"X52",2021,"57,019"
"X52",2022,"56,837"
"X52",2023,"56,635"
"X52",2024,"56,415"
"X52",2025,"56,18"
"X52",2026,"55,944"
"X52",2027,"55,696"
"X52",2028,"55,438"
"X52",2029,"55,174"
"X52",2030,"54,907"
"X53",1990,"62,274"
"X53",1991,"61,968"
"X53",1992,"61,711"
"X53",1993,"61,435"
"X53",1994,"61,482"
"X53",1995,"62,317"
"X53",1996,"63,084"
"X53",1997,"63,27"
"X53",1998,"62,405"
"X53",1999,"61,787"
"X53",2000,"62,305"
"X53",2001,"62,333"
"X53",2002,"62,294"
"X53",2003,"62,425"
"X53",2004,"62,334"
"X53",2005,"62,878"
"X53",2006,"62,415"
"X53",2007,"62,907"
"X53",2008,"63,138"
"X53",2009,"62,801"
"X53",2010,"62,579"
"X53",2011,"63,691"
"X53",2012,"63,165"
"X53",2013,"61,706"
"X53",2014,"61,413"
"X53",2015,"60,553"
"X53",2016,"60,427"
"X53",2017,"60,281"
"X53",2018,"60,132"
"X53",2019,"59,967"
"X53",2020,"59,778"
"X53",2021,"59,581"
"X53",2022,"59,367"
"X53",2023,"59,138"
"X53",2024,"58,897"
"X53",2025,"58,647"
"X53",2026,"58,413"
"X53",2027,"58,175"
"X53",2028,"57,935"
"X53",2029,"57,696"
"X53",2030,"57,46"
"X54",1990,"54,925"
"X54",1991,"55,699"
"X54",1992,"56,413"
"X54",1993,"56,405"
"X54",1994,"56,354"
"X54",1995,"56,483"
"X54",1996,"56,606"
"X54",1997,"56,681"
"X54",1998,"56,844"
"X54",1999,"57,011"
"X54",2000,"56,908"
"X54",2001,"56,925"
"X54",2002,"56,767"
"X54",2003,"56,587"
"X54",2004,"56,359"
"X54",2005,"56,421"
"X54",2006,"56,446"
"X54",2007,"56,626"
"X54",2008,"56,668"
"X54",2009,"56,716"
"X54",2010,"57,008"
"X54",2011,"57,218"
"X54",2012,"56,964"
"X54",2013,"56,639"
"X54",2014,"56,682"
"X54",2015,"55,728"
"X54",2016,"56,371"
"X54",2017,"56,349"
"X54",2018,"56,309"
"X54",2019,"56,254"
"X54",2020,"56,185"
"X54",2021,"56,104"
"X54",2022,"56,013"
"X54",2023,"55,911"
"X54",2024,"55,799"
"X54",2025,"55,677"
"X54",2026,"55,551"
"X54",2027,"55,421"
"X54",2028,"55,289"
"X54",2029,"55,159"
"X54",2030,"55,034"
"X55",1990,"54,494"
"X55",1991,"54,343"
"X55",1992,"54,255"
"X55",1993,"54,057"
"X55",1994,"54,847"
"X55",1995,"55,679"
"X55",1996,"55,983"
"X55",1997,"55,924"
"X55",1998,"56,034"
"X55",1999,"56,119"
"X55",2000,"56,797"
"X55",2001,"57,355"
"X55",2002,"57,64"
"X55",2003,"58,134"
"X55",2004,"58,058"
"X55",2005,"59,004"
"X55",2006,"59,458"
"X55",2007,"59,879"
"X55",2008,"60,213"
"X55",2009,"60,305"
"X55",2010,"60,185"
"X55",2011,"60,379"
"X55",2012,"60,302"
"X55",2013,"60,284"
"X55",2014,"60,343"
"X55",2015,"60,586"
"X55",2016,"60,847"
"X55",2017,"60,826"
"X55",2018,"60,803"
"X55",2019,"60,773"
"X55",2020,"60,732"
"X55",2021,"60,687"
"X55",2022,"60,637"
"X55",2023,"60,583"
"X55",2024,"60,531"
"X55",2025,"60,482"
"X55",2026,"60,459"
"X55",2027,"60,445"
"X55",2028,"60,436"
"X55",2029,"60,432"
"X55",2030,"60,43"
"X56",1990,"31,937"
"X56",1991,"31,896"
"X56",1992,"31,922"
"X56",1993,"32,089"
"X56",1994,"32,34"
"X56",1995,"31,938"
"X56",1996,"31,813"
"X56",1997,"31,739"
"X56",1998,"31,701"
"X56",1999,"31,514"
"X56",2000,"31,399"
"X56",2001,"31,836"
"X56",2002,"32,298"
"X56",2003,"32,831"
"X56",2004,"33,379"
"X56",2005,"33,992"
"X56",2006,"32,796"
"X56",2007,"31,558"
"X56",2008,"30,323"
"X56",2009,"29,368"
"X56",2010,"28,151"
"X56",2011,"27,57"
"X56",2012,"26,986"
"X56",2013,"27,198"
"X56",2014,"27,372"
"X56",2015,"27,714"
"X56",2016,"28,084"
"X56",2017,"27,934"
"X56",2018,"27,781"
"X56",2019,"27,624"
"X56",2020,"27,463"
"X56",2021,"27,297"
"X56",2022,"27,128"
"X56",2023,"26,958"
"X56",2024,"26,787"
"X56",2025,"26,616"
"X56",2026,"26,445"
"X56",2027,"26,276"
"X56",2028,"26,106"
"X56",2029,"25,931"
"X56",2030,"25,75"
"X57",1990,"56,826"
"X57",1991,"56,444"
"X57",1992,"55,879"
"X57",1993,"55,262"
"X57",1994,"54,75"
"X57",1995,"54,433"
"X57",1996,"54,166"
"X57",1997,"54,094"
"X57",1998,"54,13"
"X57",1999,"54,163"
"X57",2000,"53,911"
"X57",2001,"53,551"
"X57",2002,"53,099"
"X57",2003,"52,603"
"X57",2004,"52,124"
"X57",2005,"51,698"
"X57",2006,"51,19"
"X57",2007,"50,746"
"X57",2008,"50,361"
"X57",2009,"50,386"
"X57",2010,"50,466"
"X57",2011,"50,856"
"X57",2012,"51,28"
"X57",2013,"51,709"
"X57",2014,"52,105"
"X57",2015,"52,451"
"X57",2016,"52,787"
"X57",2017,"52,549"
"X57",2018,"52,316"
"X57",2019,"52,079"
"X57",2020,"51,836"
"X57",2021,"51,602"
"X57",2022,"51,366"
"X57",2023,"51,129"
"X57",2024,"50,892"
"X57",2025,"50,656"
"X57",2026,"50,429"
"X57",2027,"50,205"
"X57",2028,"49,98"
"X57",2029,"49,752"
"X57",2030,"49,518"
"X58",1990,"32,303"
"X58",1991,"32,265"
"X58",1992,"32,292"
"X58",1993,"32,471"
"X58",1994,"32,739"
"X58",1995,"32,304"
"X58",1996,"32,179"
"X58",1997,"32,08"
"X58",1998,"32,015"
"X58",1999,"31,784"
"X58",2000,"31,631"
"X58",2001,"32,073"
"X58",2002,"32,539"
"X58",2003,"33,078"
"X58",2004,"33,627"
"X58",2005,"34,24"
"X58",2006,"33,007"
"X58",2007,"31,722"
"X58",2008,"30,51"
"X58",2009,"29,421"
"X58",2010,"28,114"
"X58",2011,"27,493"
"X58",2012,"26,862"
"X58",2013,"27,091"
"X58",2014,"27,278"
"X58",2015,"27,545"
"X58",2016,"27,82"
"X58",2017,"27,665"
"X58",2018,"27,508"
"X58",2019,"27,349"
"X58",2020,"27,187"
"X58",2021,"27,021"
"X58",2022,"26,854"
"X58",2023,"26,685"
"X58",2024,"26,517"
"X58",2025,"26,35"
"X58",2026,"26,184"
"X58",2027,"26,02"
"X58",2028,"25,856"
"X58",2029,"25,688"
"X58",2030,"25,511"
"X59",1990,"9,866"
"X59",1991,"9,897"
"X59",1992,"10,03"
"X59",1993,"10,181"
"X59",1994,"10,348"
"X59",1995,"10,532"
"X59",1996,"10,735"
"X59",1997,"11,474"
"X59",1998,"12,259"
"X59",1999,"13,098"
"X59",2000,14
"X59",2001,"14,949"
"X59",2002,"15,969"
"X59",2003,"17,067"
"X59",2004,"18,253"
"X59",2005,"19,533"
"X59",2006,"18,631"
"X59",2007,"17,81"
"X59",2008,"15,634"
"X59",2009,"16,508"
"X59",2010,"16,09"
"X59",2011,"15,47"
"X59",2012,"14,889"
"X59",2013,"14,343"
"X59",2014,"13,826"
"X59",2015,"15,282"
"X59",2016,"17,191"
"X59",2017,"16,96"
"X59",2018,"16,697"
"X59",2019,"16,409"
"X59",2020,"16,102"
"X59",2021,"15,779"
"X59",2022,"15,437"
"X59",2023,"15,081"
"X59",2024,"14,715"
"X59",2025,"14,344"
"X59",2026,"13,977"
"X59",2027,"13,607"
"X59",2028,"13,236"
"X59",2029,"12,865"
"X59",2030,"12,497"
"X60",1990,"49,322"
"X60",1991,"49,566"
"X60",1992,"49,34"
"X60",1993,"48,572"
"X60",1994,"48,555"
"X60",1995,"48,407"
"X60",1996,"48,199"
"X60",1997,"47,92"
"X60",1998,"47,884"
"X60",1999,"48,711"
"X60",2000,"48,679"
"X60",2001,"48,451"
"X60",2002,"48,729"
"X60",2003,"48,759"
"X60",2004,"48,732"
"X60",2005,"48,984"
"X60",2006,"49,231"
"X60",2007,"49,464"
"X60",2008,"49,695"
"X60",2009,"49,929"
"X60",2010,"50,028"
"X60",2011,"50,266"
"X60",2012,"50,48"
"X60",2013,"50,666"
"X60",2014,"50,692"
"X60",2015,"50,802"
