"ref_area";"time";"obs_value"
"CUB";2006;53,514
"CUB";2007;54,259
"CUB";2008;54,793
"CUB";2009;55,883
"CUB";2010;55,465
"CUB";2011;55,374
"CUB";2012;55,246
"CUB";2013;55,081
"CUB";2014;54,866
"CUB";2015;54,688
"CUB";2016;54,424
"CUB";2017;54,338
"CUB";2018;54,226
"CUB";2019;54,064
"CUB";2020;53,839
"CUB";2021;53,575
"CUB";2022;53,264
"CUB";2023;52,902
"CUB";2024;52,477
"CUB";2025;51,985
"CUB";2026;51,45
"CUB";2027;50,857
"CUB";2028;50,229
"CUB";2029;49,604
"CUB";2030;49,01
"CYP";1990;59,852
"CYP";1991;60,244
"CYP";1992;60,109
"CYP";1993;60,161
"CYP";1994;60,544
"CYP";1995;60,086
"CYP";1996;60,386
"CYP";1997;60,803
"CYP";1998;60,522
"CYP";1999;60,531
"CYP";2000;60,802
"CYP";2001;62,08
"CYP";2002;62,022
"CYP";2003;63,054
"CYP";2004;63,434
"CYP";2005;63,018
"CYP";2006;63,241
"CYP";2007;63,554
"CYP";2008;63,412
"CYP";2009;63,588
"CYP";2010;64,045
"CYP";2011;63,195
"CYP";2012;62,84
"CYP";2013;62,697
"CYP";2014;63,246
"CYP";2015;62,638
"CYP";2016;62,867
"CYP";2017;62,785
"CYP";2018;62,666
"CYP";2019;62,521
"CYP";2020;62,346
"CYP";2021;62,219
"CYP";2022;62,033
"CYP";2023;61,816
"CYP";2024;61,584
"CYP";2025;61,34
"CYP";2026;61,182
"CYP";2027;60,99
"CYP";2028;60,775
"CYP";2029;60,55
"CYP";2030;60,322
"CZE";1990;60,929
"CZE";1991;61,264
"CZE";1992;61,294
"CZE";1993;61,355
"CZE";1994;61,545
"CZE";1995;61,405
"CZE";1996;61,055
"CZE";1997;60,499
"CZE";1998;60,489
"CZE";1999;60,587
"CZE";2000;60,125
"CZE";2001;59,742
"CZE";2002;59,618
"CZE";2003;59,37
"CZE";2004;59,129
"CZE";2005;59,499
"CZE";2006;59,318
"CZE";2007;58,857
"CZE";2008;58,486
"CZE";2009;58,601
"CZE";2010;58,349
"CZE";2011;58,226
"CZE";2012;58,66
"CZE";2013;59,354
"CZE";2014;59,44
"CZE";2015;59,62
"CZE";2016;60,142
"CZE";2017;59,929
"CZE";2018;59,701
"CZE";2019;59,457
"CZE";2020;59,193
"CZE";2021;58,876
"CZE";2022;58,537
"CZE";2023;58,193
"CZE";2024;57,876
"CZE";2025;57,604
"CZE";2026;57,361
"CZE";2027;57,171
"CZE";2028;57,013
"CZE";2029;56,847
"CZE";2030;56,648
"DEU";1990;58,251
"DEU";1991;59,632
"DEU";1992;59,01
"DEU";1993;58,331
"DEU";1994;58,532
"DEU";1995;58,194
"DEU";1996;57,969
"DEU";1997;58,155
"DEU";1998;58,138
"DEU";1999;58,331
"DEU";2000;58,069
"DEU";2001;57,968
"DEU";2002;57,858
"DEU";2003;57,91
"DEU";2004;57,593
"DEU";2005;58,46
"DEU";2006;58,851
"DEU";2007;59,193
"DEU";2008;59,214
"DEU";2009;59,358
"DEU";2010;59,442
"DEU";2011;60,023
"DEU";2012;59,988
"DEU";2013;60,321
"DEU";2014;60,378
"DEU";2015;60,28
"DEU";2016;60,493
"DEU";2017;60,478
"DEU";2018;60,448
"DEU";2019;60,401
"DEU";2020;60,33
"DEU";2021;60,18
"DEU";2022;60,01
"DEU";2023;59,814
"DEU";2024;59,585
"DEU";2025;59,32
"DEU";2026;59,011
"DEU";2027;58,679
"DEU";2028;58,335
"DEU";2029;57,997
"DEU";2030;57,679
"DJI";1990;63,399
"DJI";1991;63,411
"DJI";1992;63,234
"DJI";1993;62,975
"DJI";1994;62,709
"DJI";1995;62,562
"DJI";1996;62,381
"DJI";1997;62,307
"DJI";1998;62,283
"DJI";1999;62,183
"DJI";2000;61,965
"DJI";2001;61,746
"DJI";2002;61,404
"DJI";2003;60,988
"DJI";2004;60,587
"DJI";2005;60,259
"DJI";2006;59,999
"DJI";2007;59,785
"DJI";2008;59,607
"DJI";2009;59,457
"DJI";2010;59,33
"DJI";2011;59,215
"DJI";2012;59,141
"DJI";2013;59,093
"DJI";2014;59,04
"DJI";2015;58,972
"DJI";2016;58,921
"DJI";2017;58,993
"DJI";2018;59,053
"DJI";2019;59,115
"DJI";2020;59,187
"DJI";2021;59,256
"DJI";2022;59,334
"DJI";2023;59,408
"DJI";2024;59,458
"DJI";2025;59,474
"DJI";2026;59,45
"DJI";2027;59,396
"DJI";2028;59,321
"DJI";2029;59,239
"DJI";2030;59,157
"DNK";1990;67,322
"DNK";1991;67,235
"DNK";1992;67,077
"DNK";1993;66,459
"DNK";1994;64,514
"DNK";1995;65,35
"DNK";1996;65,399
"DNK";1997;65,778
"DNK";1998;65,463
"DNK";1999;66,185
"DNK";2000;65,769
"DNK";2001;65,407
"DNK";2002;66,098
"DNK";2003;65,518
"DNK";2004;66,013
"DNK";2005;65,861
"DNK";2006;66,256
"DNK";2007;65,85
"DNK";2008;66,051
"DNK";2009;65,323
"DNK";2010;64,366
"DNK";2011;63,957
"DNK";2012;63,175
"DNK";2013;62,324
"DNK";2014;62,086
"DNK";2015;62,024
"DNK";2016;63,306
"DNK";2017;63,135
"DNK";2018;63,003
"DNK";2019;62,872
"DNK";2020;62,716
"DNK";2021;62,547
"DNK";2022;62,364
"DNK";2023;62,166
"DNK";2024;61,959
"DNK";2025;61,746
"DNK";2026;61,544
"DNK";2027;61,342
"DNK";2028;61,139
"DNK";2029;60,93
"DNK";2030;60,716
"DOM";1990;63,811
"DOM";1991;63,833
"DOM";1992;63,975
"DOM";1993;64,058
"DOM";1994;64,067
"DOM";1995;64,125
"DOM";1996;64,221
"DOM";1997;64,338
"DOM";1998;64,445
"DOM";1999;64,539
"DOM";2000;64,608
"DOM";2001;64,671
"DOM";2002;64,763
"DOM";2003;64,767
"DOM";2004;64,796
"DOM";2005;64,934
"DOM";2006;65,105
"DOM";2007;65,266
"DOM";2008;63,87
"DOM";2009;62,461
"DOM";2010;63,854
"DOM";2011;65,31
"DOM";2012;65,667
"DOM";2013;65,814
"DOM";2014;66,277
"DOM";2015;66,693
"DOM";2016;66,784
"DOM";2017;66,746
"DOM";2018;66,688
"DOM";2019;66,619
"DOM";2020;66,547
"DOM";2021;66,499
"DOM";2022;66,45
"DOM";2023;66,396
"DOM";2024;66,337
"DOM";2025;66,27
"DOM";2026;66,227
"DOM";2027;66,182
"DOM";2028;66,134
"DOM";2029;66,084
"DOM";2030;66,033
"DZA";1990;44,165
"DZA";1991;44,447
"DZA";1992;44,525
"DZA";1993;44,842
"DZA";1994;45,078
"DZA";1995;45,022
"DZA";1996;44,937
"DZA";1997;44,567
"DZA";1998;44,213
"DZA";1999;43,881
"DZA";2000;43,573
"DZA";2001;43,31
"DZA";2002;43,077
"DZA";2003;42,873
"DZA";2004;42,694
"DZA";2005;42,539
"DZA";2006;42,406
"DZA";2007;42,29
"DZA";2008;42,193
"DZA";2009;42,122
"DZA";2010;42,362
"DZA";2011;42,506
"DZA";2012;42,682
"DZA";2013;43,684
"DZA";2014;41,517
"DZA";2015;41,476
"DZA";2016;41,408
"DZA";2017;41,434
"DZA";2018;41,406
"DZA";2019;41,304
"DZA";2020;41,116
"DZA";2021;40,865
"DZA";2022;40,538
"DZA";2023;40,153
"DZA";2024;39,737
"DZA";2025;39,307
"DZA";2026;38,88
"DZA";2027;38,443
"DZA";2028;38,02
"DZA";2029;37,642
"DZA";2030;37,325
"ECU";1990;63,475
"ECU";1991;63,857
"ECU";1992;64,156
"ECU";1993;64,461
"ECU";1994;64,875
"ECU";1995;65,186
"ECU";1996;65,425
"ECU";1997;65,638
"ECU";1998;68,148
"ECU";1999;68,034
"ECU";2000;67,914
"ECU";2001;67,79
"ECU";2002;67,654
"ECU";2003;68,712
"ECU";2004;68,94
"ECU";2005;69,146
"ECU";2006;70,261
"ECU";2007;69,379
"ECU";2008;68,45
"ECU";2009;67,477
"ECU";2010;65,065
"ECU";2011;64,321
"ECU";2012;64,948
"ECU";2013;64,34
"ECU";2014;64,137
"ECU";2015;66,562
"ECU";2016;68,514
"ECU";2017;68,252
"ECU";2018;67,983
"ECU";2019;67,7
"ECU";2020;67,4
"ECU";2021;67,097
"ECU";2022;66,78
"ECU";2023;66,45
"ECU";2024;66,114
"ECU";2025;65,773
"ECU";2026;65,44
"ECU";2027;65,104
"ECU";2028;64,766
"ECU";2029;64,423
"ECU";2030;64,077
"EGY";1990;46,608
"EGY";1991;46,691
"EGY";1992;46,622
"EGY";1993;46,636
"EGY";1994;47,596
"EGY";1995;46,429
"EGY";1996;45,919
"EGY";1997;45,385
"EGY";1998;44,84
"EGY";1999;46,338
"EGY";2000;46,106
"EGY";2001;45,607
"EGY";2002;45,095
"EGY";2003;45,58
"EGY";2004;46,073
"EGY";2005;46,558
"EGY";2006;46,995
"EGY";2007;48,096
"EGY";2008;48,46
"EGY";2009;48,822
"EGY";2010;49,306
"EGY";2011;48,857
"EGY";2012;49,027
"EGY";2013;49,372
"EGY";2014;48,719
"EGY";2015;47,968
"EGY";2016;47,847
"EGY";2017;47,995
"EGY";2018;48,107
"EGY";2019;48,201
"EGY";2020;48,29
"EGY";2021;48,383
"EGY";2022;48,477
"EGY";2023;48,555
"EGY";2024;48,59
"EGY";2025;48,571
"EGY";2026;48,507
"EGY";2027;48,402
"EGY";2028;48,289
"EGY";2029;48,217
"EGY";2030;48,214
"ERI";1990;82,558
"ERI";1991;82,702
"ERI";1992;82,776
"ERI";1993;82,76
"ERI";1994;82,681
"ERI";1995;82,597
"ERI";1996;82,328
"ERI";1997;82,025
"ERI";1998;81,702
"ERI";1999;81,358
"ERI";2000;81,018
"ERI";2001;80,568
"ERI";2002;80,153
"ERI";2003;79,803
"ERI";2004;79,522
"ERI";2005;79,339
"ERI";2006;79,527
"ERI";2007;79,761
"ERI";2008;80,068
"ERI";2009;80,346
"ERI";2010;80,614
"ERI";2011;80,846
"ERI";2012;81,057
"ERI";2013;81,241
"ERI";2014;81,365
"ERI";2015;81,426
"ERI";2016;81,36
"ERI";2017;81,351
"ERI";2018;81,324
"ERI";2019;81,289
"ERI";2020;81,255
"ERI";2021;81,214
"ERI";2022;81,176
"ERI";2023;81,146
"ERI";2024;81,135
"ERI";2025;81,146
"ERI";2026;81,17
"ERI";2027;81,216
"ERI";2028;81,277
"ERI";2029;81,344
"ERI";2030;81,41
"ESH";1990;52,58
"ESH";1991;52,487
"ESH";1992;52,42
"ESH";1993;52,417
"ESH";1994;52,383
"ESH";1995;52,459
"ESH";1996;52,494
"ESH";1997;52,61
"ESH";1998;52,767
"ESH";1999;53,052
"ESH";2000;53,295
"ESH";2001;53,581
"ESH";2002;53,888
"ESH";2003;54,255
"ESH";2004;54,606
"ESH";2005;54,952
"ESH";2006;55,051
"ESH";2007;55,124
"ESH";2008;55,262
"ESH";2009;55,49
"ESH";2010;55,642
"ESH";2011;55,688
"ESH";2012;55,739
"ESH";2013;55,792
"ESH";2014;55,83
"ESH";2015;55,848
"ESH";2016;55,826
"ESH";2017;55,812
"ESH";2018;55,793
"ESH";2019;55,778
"ESH";2020;55,768
"ESH";2021;55,693
"ESH";2022;55,627
"ESH";2023;55,567
"ESH";2024;55,504
"ESH";2025;55,427
"ESH";2026;55,285
"ESH";2027;55,138
"ESH";2028;54,997
"ESH";2029;54,874
"ESH";2030;54,773
"ESP";1990;50,152
"ESP";1991;50,082
"ESP";1992;49,858
"ESP";1993;49,877
"ESP";1994;50,204
"ESP";1995;49,977
"ESP";1996;50,316
"ESP";1997;50,801
"ESP";1998;51,168
"ESP";1999;51,709
"ESP";2000;52,814
"ESP";2001;52,121
"ESP";2002;53,695
"ESP";2003;54,835
"ESP";2004;55,704
"ESP";2005;56,82
"ESP";2006;57,621
"ESP";2007;58,103
"ESP";2008;58,836
"ESP";2009;59,038
"ESP";2010;59,284
"ESP";2011;59,258
"ESP";2012;59,255
"ESP";2013;58,908
"ESP";2014;58,511
"ESP";2015;58,342
"ESP";2016;58,101
"ESP";2017;57,805
"ESP";2018;57,475
"ESP";2019;57,106
"ESP";2020;56,694
"ESP";2021;56,259
"ESP";2022;55,795
"ESP";2023;55,317
"ESP";2024;54,847
"ESP";2025;54,398
"ESP";2026;53,986
"ESP";2027;53,608
"ESP";2028;53,254
"ESP";2029;52,901
"ESP";2030;52,53
"EST";1990;63,38
"EST";1991;63,037
"EST";1992;62,692
"EST";1993;62,366
"EST";1994;62,058
"EST";1995;61,76
"EST";1996;61,201
"EST";1997;61,563
"EST";1998;60,43
"EST";1999;59,227
"EST";2000;58,999
"EST";2001;58,097
"EST";2002;56,837
"EST";2003;58,841
"EST";2004;58,911
"EST";2005;58,623
"EST";2006;60,577
"EST";2007;60,673
"EST";2008;61,349
"EST";2009;60,876
"EST";2010;60,53
"EST";2011;61,201
"EST";2012;61,277
"EST";2013;61,285
"EST";2014;61,153
"EST";2015;62,197
"EST";2016;62,947
"EST";2017;62,75
"EST";2018;62,492
"EST";2019;62,193
"EST";2020;61,867
"EST";2021;61,487
"EST";2022;61,085
"EST";2023;60,684
"EST";2024;60,326
"EST";2025;60,032
"EST";2026;59,789
"EST";2027;59,626
"EST";2028;59,519
"EST";2029;59,43
"EST";2030;59,334
"ETH";1990;77,948
"ETH";1991;77,993
"ETH";1992;78,029
"ETH";1993;78,027
"ETH";1994;78,019
"ETH";1995;78,663
"ETH";1996;79,242
"ETH";1997;79,77
"ETH";1998;80,257
"ETH";1999;80,716
"ETH";2000;81,428
"ETH";2001;82,105
"ETH";2002;82,762
"ETH";2003;83,392
"ETH";2004;83,985
"ETH";2005;84,535
"ETH";2006;84,405
"ETH";2007;84,26
"ETH";2008;84,099
"ETH";2009;83,928
"ETH";2010;83,744
"ETH";2011;83,578
"ETH";2012;83,417
"ETH";2013;83,259
"ETH";2014;82,935
"ETH";2015;82,606
"ETH";2016;82,337
"ETH";2017;82,461
"ETH";2018;82,598
"ETH";2019;82,744
"ETH";2020;82,896
"ETH";2021;83,055
"ETH";2022;83,22
"ETH";2023;83,386
"ETH";2024;83,548
"ETH";2025;83,7
"ETH";2026;83,842
"ETH";2027;83,976
"ETH";2028;84,102
"ETH";2029;84,22
"ETH";2030;84,333
"FIN";1990;65,187
"FIN";1991;63,762
"FIN";1992;62,285
"FIN";1993;61,426
"FIN";1994;60,625
"FIN";1995;59,833
"FIN";1996;59,173
"FIN";1997;59,979
"FIN";1998;60,08
"FIN";1999;60,813
"FIN";2000;61,029
"FIN";2001;61,219
"FIN";2002;61,312
"FIN";2003;61,032
"FIN";2004;60,555
"FIN";2005;60,6
"FIN";2006;61,026
"FIN";2007;61,305
"FIN";2008;61,515
"FIN";2009;60,44
"FIN";2010;59,841
"FIN";2011;59,82
"FIN";2012;59,66
"FIN";2013;59,048
"FIN";2014;58,87
"FIN";2015;58,826
"FIN";2016;58,472
"FIN";2017;58,27
"FIN";2018;58,094
"FIN";2019;57,927
"FIN";2020;57,755
"FIN";2021;57,575
"FIN";2022;57,402
"FIN";2023;57,241
"FIN";2024;57,096
"FIN";2025;56,969
"FIN";2026;56,875
"FIN";2027;56,804
"FIN";2028;56,756
"FIN";2029;56,729
"FIN";2030;56,719
"FJI";1990;60,051
"FJI";1991;60,232
"FJI";1992;59,995
"FJI";1993;59,923
"FJI";1994;59,71
"FJI";1995;59,613
"FJI";1996;59,356
"FJI";1997;58,863
"FJI";1998;58,36
"FJI";1999;57,866
"FJI";2000;57,392
"FJI";2001;57,166
"FJI";2002;56,959
"FJI";2003;56,743
"FJI";2004;56,484
"FJI";2005;56,164
"FJI";2006;55,642
"FJI";2007;55,073
"FJI";2008;55,651
"FJI";2009;56,198
"FJI";2010;56,741
"FJI";2011;57,285
"FJI";2012;57,808
"FJI";2013;58,299
"FJI";2014;58,743
"FJI";2015;58,49
"FJI";2016;58,363
"FJI";2017;58,246
"FJI";2018;58,099
"FJI";2019;57,918
"FJI";2020;57,702
"FJI";2021;57,48
"FJI";2022;57,229
"FJI";2023;56,965
"FJI";2024;56,713
"FJI";2025;56,495
"FJI";2026;56,329
"FJI";2027;56,197
"FJI";2028;56,093
"FJI";2029;56,004
"FJI";2030;55,928
"FRA";1990;55,735
"FRA";1991;55,256
"FRA";1992;55,33
"FRA";1993;55,293
"FRA";1994;55,184
"FRA";1995;55,2
"FRA";1996;55,59
"FRA";1997;55,24
"FRA";1998;55,308
"FRA";1999;55,575
"FRA";2000;55,545
"FRA";2001;55,247
"FRA";2002;55,471
"FRA";2003;56,133
"FRA";2004;56,053
"FRA";2005;56,155
"FRA";2006;56,032
"FRA";2007;56,143
"FRA";2008;56,224
"FRA";2009;56,386
"FRA";2010;56,282
"FRA";2011;56,004
"FRA";2012;56,163
"FRA";2013;56,112
"FRA";2014;55,778
"FRA";2015;55,578
"FRA";2016;55,421
"FRA";2017;55,213
"FRA";2018;55,028
"FRA";2019;54,855
"FRA";2020;54,681
"FRA";2021;54,513
"FRA";2022;54,361
"FRA";2023;54,214
"FRA";2024;54,072
"FRA";2025;53,933
"FRA";2026;53,82
"FRA";2027;53,721
"FRA";2028;53,632
"FRA";2029;53,545
"FRA";2030;53,454
"GAB";1990;47,272
"GAB";1991;47,152
"GAB";1992;47,152
"GAB";1993;47,08
"GAB";1994;47,021
"GAB";1995;46,956
"GAB";1996;46,93
"GAB";1997;46,894
"GAB";1998;46,895
"GAB";1999;47,052
"GAB";2000;47,13
"GAB";2001;47,132
"GAB";2002;47,187
"GAB";2003;47,252
"GAB";2004;47,385
"GAB";2005;47,533
"GAB";2006;47,789
"GAB";2007;48,015
"GAB";2008;48,423
"GAB";2009;48,847
"GAB";2010;49,226
"GAB";2011;49,475
"GAB";2012;49,779
"GAB";2013;50,113
"GAB";2014;50,49
"GAB";2015;50,886
"GAB";2016;51,196
"GAB";2017;51,433
"GAB";2018;51,633
"GAB";2019;51,785
"GAB";2020;51,882
"GAB";2021;51,917
"GAB";2022;51,906
"GAB";2023;51,85
"GAB";2024;51,747
"GAB";2025;51,602
"GAB";2026;51,41
"GAB";2027;51,185
"GAB";2028;50,946
"GAB";2029;50,715
"GAB";2030;50,51
"GBR";1990;62,596
"GBR";1991;62,167
"GBR";1992;61,727
"GBR";1993;61,178
"GBR";1994;60,989
"GBR";1995;60,817
"GBR";1996;60,865
"GBR";1997;61,039
"GBR";1998;60,935
"GBR";1999;61,25
"GBR";2000;61,44
"GBR";2001;60,987
"GBR";2002;61,247
"GBR";2003;61,363
"GBR";2004;61,407
"GBR";2005;61,746
"GBR";2006;62,077
"GBR";2007;61,923
"GBR";2008;62,187
"GBR";2009;62,018
"GBR";2010;61,834
"GBR";2011;61,743
"GBR";2012;61,977
"GBR";2013;62,124
"GBR";2014;62,204
"GBR";2015;62,24
"GBR";2016;62,351
"GBR";2017;62,343
"GBR";2018;62,34
"GBR";2019;62,315
"GBR";2020;62,247
"GBR";2021;62,133
"GBR";2022;61,987
"GBR";2023;61,818
"GBR";2024;61,64
"GBR";2025;61,465
"GBR";2026;61,296
"GBR";2027;61,136
"GBR";2028;60,986
"GBR";2029;60,851
"GBR";2030;60,729
"GEO";1990;66,278
"GEO";1991;66,602
"GEO";1992;66,962
"GEO";1993;67,363
"GEO";1994;67,805
"GEO";1995;67,543
"GEO";1996;66,869
"GEO";1997;66,239
"GEO";1998;65,978
"GEO";1999;65,725
"GEO";2000;63,509
"GEO";2001;65,846
"GEO";2002;63,687
"GEO";2003;64,949
"GEO";2004;63,614
"GEO";2005;63,374
"GEO";2006;63,368
"GEO";2007;63,433
"GEO";2008;63,55
"GEO";2009;63,691
"GEO";2010;64,848
"GEO";2011;65,973
"GEO";2012;67,229
"GEO";2013;66,669
"GEO";2014;67,125
"GEO";2015;68,12
"GEO";2016;67,498
"GEO";2017;67,637
"GEO";2018;67,734
"GEO";2019;67,771
"GEO";2020;67,733
"GEO";2021;67,596
"GEO";2022;67,388
"GEO";2023;67,122
"GEO";2024;66,827
"GEO";2025;66,527
"GEO";2026;66,204
"GEO";2027;65,883
"GEO";2028;65,584
"GEO";2029;65,331
"GEO";2030;65,143
"GHA";1990;75,54
"GHA";1991;75,458
"GHA";1992;75,367
"GHA";1993;75,262
"GHA";1994;75,159
"GHA";1995;75,046
"GHA";1996;74,991
"GHA";1997;74,933
"GHA";1998;74,861
"GHA";1999;74,773
"GHA";2000;74,671
"GHA";2001;74,808
"GHA";2002;74,943
"GHA";2003;75,08
